OBJECTID,EDITNOTES,Cnt_EDITNOTES
-1,REPOSITIONED to proper location + Corrected FENAME/FETYPE + Added ADDRESS RANGES,1
-1,REPOSITIONED to proper location + Corrected FENAME/FETYPE + Added ADDRESSES,2
-1,REPOSITIONED to proper location + Corrected FENAME/FETYPE + Corrected ADDRESS RANGES,1
-1,REPOSITIONED to proper location + Corrected FENAME/FETYPE + Corrected ADDRESS RANGES and TRAFALIGN.,1
-1,Repositioned to proper location + Corrected FENAME+FETYPE + Added ADDRESSES,1
-1,REPOSITIONED to proper location + Corrected FENAME2,1
-1,REPOSITIONED to proper location + Corrected FETYPE + Corrected ADDRESS RANGES,1
-1,REPOSITIONED to proper location + Corrected FETYPE + Corrected ADDRESS RANGES + Note TRAFALIGN,1
-1,REPOSITIONED to proper location + Fix FENAME + Remove FETYPE + Fix FENAME2,1
-1,REPOSITIONED to proper location + Fix FENAME2 + Remove FETYPE2 + Add FENAME3/FETYPE3 + Fix ADDRESS RANGES,1
-1,"REPOSITIONED to proper location + Fixed ADDRESSES + Fixed FMCDL/FMCDR (This is in FILLMORE TWP, not the City)",1
-1,REPOSITIONED to proper location + LENGTHENED + Corrected ADDRESS RANGES,1
-1,REPOSITIONED to proper location + REMOVED FEDIRP + Correct FENAME + Correct ADDRESSES,2
-1,REPOSITIONED to proper location + SPLIT for Cul-de-Sac + Corrected ADDRESSES,2
-1,REPOSITIONED to proper location.,2
-1,REPOSITIONED to proper location. Added ADDRESS RANGES. Again. Also note TRAFALIGN.,1
-1,REPOSITIONED to proper location. AGAIN.,1
-1,REPOSITIONED to proper location. AGAIN. Corrected ADDRESS RANGES. AGAIN.,1
-1,REPOSITIONED to proper location. This road has NOT YET BEEN BUILT and is positioned in the center of the RIGHT-OF-WAY,5
-1,Repositioned to proper position + Corrected FETYPE +  Corrected ADDRESS RANGES,1
-1,REPOSITIONED to proper roadway + Corrected ADDRESS RANGES,1
-1,REPOSITIONED west end of segment (at Harmony Ln) + Adjusted ADDRESS RANGES,1
-1,REPOSITIONED west end to Corporate Boundary + Corrected ADDRESS RANGES,1
-1,REPOSITIONED west end to proper location + Corrected ADDRESS RANGES,1
-1,REPOSITIONED western end of segment to proper location,1
-1,REPOSITIONED. AGAIN. + Corrected FENAME/FETYPE. AGAIN. + Corrected ADDRESS RANGES. AGAIN.,1
-1,REPOSITIONED. AGAIN. Corrected FENAME/FETYPE. AGAIN. Corrected ADDRESS RANGES. AGAIN.,3
-1,Repositioned; Scaled back end for cul-de-sac; Added ALL ADDRESS RANGES,1
-1,REPOSTIONED entire segment + Corrected FENAME,1
-1,REPOSTIONED to center of roadway + Corrected ADDRESS RANGES,1
-1,road was routed differently and roadname issues are involved,1
-1,Schoolhouse Ln,1
-1,Segment does NOT exist - NO cul-de-sac (FCC=A43) here. DELETE SEGMENT.,1
-1,SHORTENED segment to the east for repositioned Lilly Ct + Adjusted ADDRESS RANGES,1
-1,SPLIT + Corrected ADDRESS RANGE on left (west) side of segment.,1
-1,SPLIT + Corrected FENAME/FETYPE + Added ADDRESSES,1
-1,SPLIT fo cul-de-sac (FCC = A43) + REPOSITIONED + Corrected ADDRESS RANGES,1
-1,SPLIT for 59th St + REPOSITIONED to proper location + Corrected FENAME/FETYPE + Correct ADDRESSES,2
-1,split for address range,2
-1,SPLIT for address range change + Added ADDRESS RANGES,2
-1,SPLIT for address range change + Corrected ADDRESS RANGES,6
-1,SPLIT for ADDRESS RANGE change + Corrected ADDRESS RANGES,2
-1,SPLIT for address range change + Corrected FENAME/FETYPE + Corrected ADDRESSES + REPOSITIONED,2
-1,SPLIT for address range change + REPOSITION entire segment + Fix FENAME + Fix ADDRESSES,2
-1,Split for Address Range change + Repositioned,5
-1,Split for Address Range change + Repositioned + Added ADDRESS RANGES,2
-1,Split for Address Range Change + Repositioned + Corrected ADDRESS RANGES,2
-1,"split for address range, corrected address ranges",2
-1,split for address ranges,2
-1,"split for address ranges, corrected fename and fetype and address ranges",2
-1,SPLIT for addresses + REPOSITIONED + Corrected FENAME + Removed FETYPE + Added FENAME2/FETYPE2 + Corrected ADDRESSES,2
-1,SPLIT for attribute change + REPOSITIONED + Changed FENAME + Corrected ADDRESSES,1
-1,SPLIT for attribute change + REPOSITIONED + Corrected ADDRESSES,1
-1,SPLIT for certified/uncertified change (THIS segment is certified) + REPOSITIONED + Corrected ADDRESSES,1
-1,"SPLIT for certified/uncertified change (THIS segment, FCC=A41) + REPOSITIONED + Corrected ADDRESSES",1
-1,SPLIT for change in FCC (this segment remains FCC=A32) + Corrected ADDRESS RANGES,1
-1,Split for circle drive + Repositioned + Corrected ADDRESS RANGES,1
-1,Split for Cobblestone Aly; Added ALL ADDRESS RANGES,2
-1,"Split for Corporate Boundary, Corrected all ADDRESS RANGES, Added FENAME2+FETYPE2",1
-1,SPLIT for cul-de-sac - This Segment FCC=A33 (cul-de-sac) + Corrected FENAME (RESERVE nor REVERSE),1
-1,SPLIT for Cul-de-sac (FCC = A33) + Added ADDRESS RANGES,1
-1,Split for cul-de-sac (FCC = A33) + Corrected ADDRESS RANGES,1
-1,SPLIT for Cul-de-sac (FCC = A33) + REPOSITIONED + Added ADDRESS RANGES,1
-1,SPLIT for Cul-de-sac (FCC = A33) + REPOSITIONED to proper location + Added ADDRESS RANGES,2
-1,SPLIT for cul-de-sac (FCC=A43) + Corrected ADDRESSES + REPOSITIONED,1
-1,SPLIT for cul-de-sac (THIS segment FCC=A41) + Fixed ADDRESS + REPOSITIONED,1
-1,SPLIT for cul-de-sac (THIS segment remains FCC=A41) + REPOSITIONED entire segment + Fixed ADDRESSES,1
-1,"SPLIT for cul-de-sac (THIS segment, FCC = A43) + REPOSITIONED to center of road + Corrected ADDRESSES",1
-1,"SPLIT for cul-de-sac (THIS segment, FCC change to ""A43"" private cul-de-sac) + REPOSITIONED) + Fixed ADDRESSES",1
-1,"SPLIT for cul-de-sac (THIS segment, FCC=""A33"") + Added ADDRESS RANGES",1
-1,"SPLIT for cul-de-sac (THIS segment, FCC=A33) + Added ADDRESS RANGES",1
-1,SPLIT for cul-de-sac + Added ADDRESS RANGES,2
-1,SPLIT for Cul-de-sac + Added ADDRESS RANGES,1
-1,Split for cul-de-sac + Corrected ADDRESS RANGES,1
-1,SPLIT for cul-de-sac + Corrected ADDRESS RANGES,1
-1,SPLIT for cul-de-sac + Corrected FENAME (RESERVE nor REVERSE),1
-1,Split for cul-de-sac + REPOSITIONED + Corrected ADDRESS RANGES,1
-1,SPLIT for cul-de-sac + REPOSITIONED to center of road + Corrected ADDRESS RANGES,1
-1,SPLIT for cul-de-sac + REPOSITIONED to center of road + Corrected ADDRESSES,1
-1,SPLIT for Cul-de-sac + REPOSITIONED to proper location + Added ADDRESS RANGES,2
-1,"SPLIT for FCC - this is beyond 150' of certified public road, so it's A41 + REPOSITION + Fix FEDIRP/FETYPE + Fix ADDRESS",1
-1,SPLIT for FCC - This segment not physically present and not driveable (FCC = A90) + Added FENAME2 + Fixed ADDRESSES,1
-1,"SPLIT for FCC (FCC=A90 - road is WASHED OUT & missing, but certified) + Fixed FENAME/TYPE + FENAME2/TYPE + ADDRESSES",1
-1,"SPLIT for FCC (this segment is a cul-de-sac, FCC=A33) + REPOSITIONED entire segment + Fix ADDRESS RANGES",1
-1,SPLIT for FCC (This segment not affected) + REPOSITIONED entire segment + Corrected ADDRESSES,1
-1,SPLIT for FCC (This segment REMAINS FCC=A32) + Fixed FENAME/TYPE + FENAME2/TYPE + ADDRESSES + REPOSITION,1
-1,SPLIT for FCC (this segment remains FCC=A32) + REPOSITIONED entire segment + Fix ADDRESS RANGES,1
-1,SPLIT for FCC = A90 (NON-DRIVEABLE footpath for New Richmond Br Co Pk) + Fix FENAME & ADDRESSES + Add FENAME2 + REPOS.,1
-1,SPLIT for FCC and ADDRESS RANGE corrections (NO CHANGE in FCC for this segment),1
-1,SPLIT for FCC change - THIS segment FCC = A90 (Not a driveable roadway - check the aerials!) + Fixed ADDRESSES,1
-1,"SPLIT for FCC change - This segment FCC=A90 (non-drivable, certified road) + Adjusted ADDRESSES",1
-1,SPLIT for FCC change - this segment is FCC=A90 - NOT DRIVEABLE + Corrected ADDRESS RANGES,1
-1,"SPLIT for FCC change (Road Abandoned/Bridge Removed, FCC=A90) + Adjusted ADDRESS RANGES",2
-1,SPLIT for FCC change (THIS segment CHANGE to ""A90"" - no driveable road exists) + REPOSITIONED + Fixed ADDRESSES,1
-1,SPLIT for FCC change (This segment doesn't exist and FCC = A90) + Adjusted ADDRESS RANGES,1
-1,SPLIT for FCC change (THIS segment FCC=A90) + Fix FENAME/FTYPE + Remove FENAME2/FETYPE2 + Fix ADDRESSES + REPOSITION,1
-1,"SPLIT for FCC change (this segment is a cul-de-sac, FCC=A33) + REPOSITIONED segment + Corrected ADDRESS RANGES",1
-1,SPLIT for FCC change (This segment no change - remains FCC=A32) + Adjusted ADDRESSES,1
-1,SPLIT for FCC change (this segment remains A32) + Corrected ADDRESS RANGES,1
-1,SPLIT for FCC Change (THIS segment remains A32) + Corrected ADDRESS RANGES,1
-1,SPLIT for FCC change (THIS segment remains A32) + REPOSITIONED + Corrected ADDRESS RANGES,1
-1,SPLIT for FCC change (this segment remains A32) + REPOSITIONED entire segment + Fixed ADDRESSES,1
-1,SPLIT for FCC change (this segment remains A32) + REPOSITIONED segment + Corrected ADDRESS RANGES,1
-1,SPLIT for FCC change (THIS segment remains FCC=A32) + Adjusted ADDRESS RANGES,2
-1,SPLIT for FCC Change (THIS segment remains FCC=A32) + Adjusted ADDRESSES + REPOSITIONED,1
-1,SPLIT for FCC change (THIS segment remains FCC=A32) + Fixed FENAME/TYPE + FENAME2/TYPE2 + ADDRESSES + REPOSITION,1
-1,"SPLIT for FCC change (THIS segment, FCC=A33, cul-de-sac) + Adjusted ADDRESS RANGES",1
-1,"SPLIT for FCC Change (THIS segment, FCC=A90, undrivable certified road) + Adjusted ADDRESSES",1
-1,SPLIT for FCC change + Adjusted ADDRESS RANGES,2
-1,SPLIT for FCC change + Fix FENAME/FTYPE + Remove FENAME2/FETYPE2 + Fix ADDRESSES + REPOSITION,1
-1,SPLIT for FCC change and New Private Road + Adjusted ADDRESS RANGES,1
-1,Split for FEDIRP+FENAME+FETYPE Change + Repositioned + Added ADDRESSES,1
-1,Split for FEDIRP+FENAME+FETYPE Change + Repositioned + Added ADDRESSES + FCC change to A43 (cul-de-sac),1
-1,Split for FENAME & ADDRESS change + Repositioned + Added ADDRESS RANGES,1
-1,Split for FENAME & ADDRESS change + Repositioned + Corrected FENAME + Added ADDRESS RANGES,1
-1,SPLIT for FENAME & ADDRESS change + REPOSITIONED at west end,1
-1,Split for FENAME & ADDRESS changes + Repositioned to proper location + Corrected FENAME + Added ADDRESSES,6
-1,Split for FENAME change + Corrected FENAME/FETYPE + ADDRESSES,2
-1,Split for FENAME change + Corrected FENAME/FETYPE ADDRESSES,1
-1,split for fename correction and address ranges,1
-1,"split for fename correction, corrected fename and address ranges",1
-1,SPLIT for FENAME/ADDRESS change + REPOSITIONED at curve + Fixed FENAME/FETYPE + FENAME2/FETYPE2 + Added ADDRESSES,1
-1,SPLIT for FENAME/ADDRESS change + REPOSITIONED entire segment + Fixed FENAME/FETYPE + FENAME2/FETYPE2 + Added ADDRESSES,1
-1,Split for FENAME/ADDRESS corrections + Corrected FENAME/FETYPE + Corrected ADDRESSES + REPOSITIONED,1
-1,SPLIT for FENAME/FETYPE and ADDRESS RANGE correction.,3
-1,SPLIT for FENAME/FETYPE and ADDRESS RANGE corrections.,1
-1,Split for FENAME/FETYPE change + Added ADDRESSES + Repositioned,1
-1,Split for FENAME/FETYPE change + Corrected FENAME/FETYPE + Corrected ADDRESSES + Repositioned,1
-1,Split for FENAME/FETYPE corrections (on other segments),1
-1,Split for FENAME+ADDRESS change + Repositioned + Corrected FENAME + Corrected ADDRESS RANGES,2
-1,Split for FENAME+FETYPE Change + Repositioned + Added ADDRESSES,1
-1,Split for FENAME+FETYPE Change + Repositioned + Added ADDRESSES + FCC = A43 (cul-de-sac),1
-1,SPLIT for intersecting road + Adjusted ADDRESS RANGES + Added FENAME2,2
-1,SPLIT for intersecting segment + REPOSITIONED + Added ADDRESS RANGES,2
-1,split for Lavery Ln,2
-1,Split for Liberty Ct; Repositioned at curves;,2
-1,split for Mallard,1
-1,split for Mallard Dr,1
-1,SPLIT for name/address + REPOSITIONED to center of street + Added ADDRESSES,1
-1,SPLIT for name/address + REPOSITIONED to center of street + Corrected FENAME + Added ADDRESSES,2
-1,SPLIT for name/address change + Correct FENAME/FETYPE + Remove FENAME2/FETYPE2 + Fix ADDRESSES + REPOSITION,1
-1,SPLIT for name/address change + Corrected ADDRESS RANGES,1
-1,SPLIT for Name/Address change + Corrected FENAME + Corrected ADDRESSES,1
-1,SPLIT for name/address change + Corrected FENAME/FETYPE + Corrected ADDRESSES + REPOSITIONED entire segment,2
-1,SPLIT for name/address change + Corrected FENAME/FETYPE + Fixed ADDRESSES + REPOSITIONED,1
-1,SPLIT for name/address change + REPOSITIONED + Fix FENAME + Remove FETYPE + Fix ADDRESSES,1
-1,SPLIT for name/address change + REPOSITIONED entire segment,1
-1,SPLIT for name/address correction + REPOSITION entire segment + Fix FENAME/FETYPE + Remvoe FENAME2/FETYPE2 + Fix ADDRESS,1
-1,SPLIT for name/address correction + REPOSITIONED + Fixed FENAME/FETYPE + Fixed ADDRESSES,1
-1,SPLIT for name/address correction + REPOSITIONED entire segment + Corrected ADDRESSES + REPOSITIONED segment,1
-1,SPLIT for name/address correction + REPOSITIONED on west end + Fixed ADDRESS RANGES,1
-1,Split for new cutoff road + Corrected ADDRESS RANGES,2
-1,Split for new cutoff segment + REPOSITIONED to proper location + Corrected ADDRESS RANGES,2
-1,SPLIT for new FETYPE & ADDRESS Ranges + REPOSITIONED at south end.,1
-1,SPLIT for new intersecting road + Adjusted ADDRESS RANGES,4
-1,SPLIT for new intersecting road + Adjusted ADDRESS RANGES + REPOSITIONED,1
-1,SPLIT for new intersecting road + REPOSITIONED + Corrected ADDRESS RANGES,1
-1,SPLIT for new intersecting road segment,2
-1,SPLIT for new intersecting segment + REPOSITIONED + Corrected ADDRESS RANGES,2
-1,SPLIT for new intersection with 101st St (West) + Corrected ADDRESS RANGES,2
-1,SPLIT for new private road + Adjusted ADDRESS RANGES,6
-1,SPLIT for new private road + Correct FETYPE + Corrected ADDRESS RANGES + Added FENAME2/FETYPE2,1
-1,SPLIT for new private road + Corrected ADDRESS RANGES,4
-1,SPLIT for new private road + Corrected ADDRESS RANGES + Corrected FETYPE + Added FENAME2/FETYPE2,1
-1,SPLIT for new private road + REPOSITIONED + Corrected ADDRESS RANGES,2
-1,Split for new pvt rd + REPOSITIONED to proper location + Corrected ADDRESS RANGES,3
-1,split for new road,1
-1,SPLIT for new road & name/address change + Added FETYPE + Fixed ADDRESSES + REPOSITIONED,1
-1,SPLIT for new road + Added ADDRESS RANGES,2
-1,SPLIT for new road + Added FEDIRP + Added ADDRESS RANGES,2
-1,SPLIT for new road + Added FETYPE + Fixed ADDRESSES + REPOSITIONED,1
-1,SPLIT for new road + Added Intercounty Highway designation to FENAME2 + Corrected ADDRESSES,2
-1,SPLIT for new road + Adjusted ADDRESS RANGES,35
-1,SPLIT for New Road + Adjusted ADDRESS RANGES,1
-1,SPLIT for new road + Adjusted ADDRESS RANGES + REPOSITIONED to proper location,2
-1,SPLIT for new road + Correct ADDRESS RANGES,2
-1,SPLIT for new road + Corrected ADDRESS RANGES,7
-1,"SPLIT for new road + Fixed ADDRESSES, Added FENAME2+FETYPE2",2
-1,SPLIT for new road + REMOVE duplicative FENAME2/FETYPE2 (Same in both fields) + REMOVE FEDIRP + Correct ADDRESSES,2
-1,"SPLIT for new road + REPOSITION on south end + Corrected ADDRESSES + fix FENAME/FETYPE, FENAME2/FETYPE2 + fix ADDRESSES",1
-1,SPLIT for new road + REPOSITION to center of road + Adjust ADDRESSES,2
-1,SPLIT for new road + REPOSITIONED + Add FENAME2/FETYPE2 + Correct ADDRESSES,3
-1,SPLIT for new road + REPOSITIONED + Added FENAME,1
-1,SPLIT for new road + REPOSITIONED + Added FENAME/FETYPE + Added ADDRESSES,2
-1,"SPLIT for new road + REPOSITIONED + Corrected ADDRESSES + fix FENAME/FETYPE, FENAME2/FETYPE2 + fix ADDRESSES",1
-1,SPLIT for new road + REPOSITIONED + Fixed FENAME/FETYPE + Fixed FENAME2/FETYPE2 + Fixed ADDRESSES,2
-1,SPLIT for new road + REPOSITIONED entire segment + Add ADDRESSES,2
-1,SPLIT for new road + REPOSITIONED entire segment + Added ADDRESS RANGES,2
-1,SPLIT for new road + REPOSITIONED entire segment + Added ADDRESSES,1
-1,SPLIT for new road + REPOSITIONED entire segment + Corrected FENAME/FETYPE + Corrected ADDRESSES,2
-1,SPLIT for new road + Repositioned to proper location + Corrected ADDRESS RANGES,2
-1,SPLIT for new road segment + Assigned ADDRESS RANGES,2
-1,SPLIT for new road segment + Corrected ADDRESS RANGES,2
-1,SPLIT for new road segment + Corrected ADDRESS RANGES + COMPLETELY REPOSITIONED,2
-1,SPLIT for new road segment + REPOSITIONED + Added FENAME,1
-1,SPLIT for new roads + Added FEDIRP + Corrected FETYPE + Added FENAME2/FETYPE2 + Fixed ADDRESSES,3
-1,SPLIT for new roads + Added FENAME/FETYPE + Added ADDRESSES,2
-1,Split for new roads + COMPLETELY REPOSITIONED + Corrected ADDRESS RANGES,3
-1,SPLIT for new segment + REALIGNED + Adjusted ADDRESSES + Note TRAFALIGN (""-""),1
-1,SPLIT for new segment intersection + REALIGNED + Adjusted ADDRESSES,1
-1,SPLIT for new segments + Added FENAME,1
-1,SPLIT for new segments + REPOSITIONED + Added FENAME,1
-1,"SPLIT for new, intersecting roadway + Corrected ADDRESS RANGES",2
-1,Split for newroad + Corrected FENAME/FETYPE + Corrected ADDRESSES + REPOSITIONED,1
-1,Split for newroad + Repositioned + Added FEDIRP + Added ADDRESSES,2
-1,split for newroad Sunrise Dr and corrected address ranges,2
-1,"split for newroad, 20120621 Corrected ADDRESS RANGES",2
-1,"split for newroad, 20150603 SPLIT for new road + Adjusted ADDRESS RANGES",2
-1,"split for newroad, corrected address range",2
-1,"split for Novi Pl, 20120604corrected address ranges",2
-1,"split for Pacific, Added Intercounty Highway designation to FENAME2",2
-1,Split for PRIVATE CUL-DE-SAC (FCC = A43) + REPOSITIONED + Corrected ADDRESS RANGES,1
-1,SPLIT for private cul-de-sac (FCC = A43) + Repositioned + Corrected ADDRESS RANGES,1
-1,SPLIT for private cul-de-sac (THIS segment FCC=A43) + Corrected ADDRESS RANGES,1
-1,Split for proper location of Carlton Ct (East) + Added ADDRESSES,2
-1,SPLIT for public/private (this is 150' certified portion) + Fix FENAME/FETYPE + Fix ADDRESSES + REPOSITION,1
-1,SPLIT for reconfigured roadway + Completely REPOSITIONED + Corrected FENAME/FETYPE + Added FENAME2/FETYPE2,1
-1,SPLIT for reconfigured roadway + REPOSITIONED + Corrected FENAME/FETYPE + Added FENAME2/FETYPE2 + Note TRAFALIGN = ""+"",1
-1,SPLIT for Road Name Change + Adjusted ADDRESS RANGES,1
-1,SPLIT for Road Name Change + Corrected FENAME/FETYPE & ADDRESS RANGES,1
-1,SPLIT for road name/address change + REPOSITIONED + Corrected FEDIRP/FENAME + Corrected ADDRESSES,1
-1,SPLIT for roadname change + Corrected ADDRESS RANGES,1
-1,SPLIT for roadname change + Corrected FENAME/FETYPE + Corrected ADDRESS RANGES,1
-1,split for roadname problem,1
-1,split for roadname problem corrected to Geneva Lake Dr,1
-1,"split for roadname, corrected roadname, added address ranges",1
-1,"split for roadname, corrected roadname, corrected ranges",1
-1,SPLIT for roadname/address change + Added ADDRESS RANGES,1
-1,"SPLIT for roadname/address change + Corrected FETYPE (this is CT, not AVE)",1
-1,SPLIT for roadname/address change + REPOSITIONED + Added FEDIRP + Corrected ADDRESSES,1
-1,SPLIT for roadname/address change + REPOSITIONED + Corrected ADDRESS RANGES,1
-1,SPLIT for roadname/address change + REPOSITIONED + Corrected ADDRESSES,1
-1,SPLIT for roadname/address change + REPOSITIONED + Corrected FETYPE + Corrected ADDRESSES,1
-1,SPLIT for roadname/address change + REPOSITIONED entire segment + Fixed ADDRESSES,2
-1,SPLIT for roadname/address correction + REPOSITIONED + Added ADDRESSES,1
-1,SPLIT for roadname/address correction + REPOSITIONED + Fixed FENAME/FETYPE + Added ADDRESSES,1
-1,SPLIT for roadname/addressing change + Corrected ADDRESS RANGES,1
-1,split for roadrange,2
-1,split for Schoolhouse Ln an shift position,2
-1,SPLIT for Service St + REPOSITIONED entire segment + Added ADDRESSES,2
-1,SPLIT for status (FCC) change + Adjusted ADDRESS RANGES,1
-1,SPLIT for status change (FCC=""A90) - Road OBLITERATED + Adjusted ADDRESSES,1
-1,SPLIT for status change + FCC = ""A00"" (Future Road) + Correct FENAME + Correct ADDRESSES,1
-1,SPLIT for status change + REPOSITIONED + Correct FENAME + Correct ADDRESSES,1
-1,SPLIT for two new intersecting roads + Adjusted ADDRESS RANGES,3
-1,Split for Wyngarden Way; Adjusted ADDRESS RANGES,2
-1,SPLIT in two places + Completely REPOSITIONED + Added ADDRESSES,2
-1,SPLIT in two places + Completely REPOSITIONED + Added ADDRESSES + Note TRAFALIGN = ""-"",1
-1,SPLIT into 3 segments + REPOSITIONED + Corrected ADDRESS RANGES,2
-1,SPLIT into multiple segments for new roads + Fix ADDRESSES + Fix FENAME/FENAME2 + REPOSITIONED,8
-1,SPLIT off private cul-de-sac + Repositioned + Corrected ADDRESS RANGES,2
-1,Splitfor FCC (""A32"") and LEGALSYSTEM (""3"") - This is a Certified County Local Road + Added FENAME2/FETYPE2 + REPOSITIONE,1
-1,Splitfor FCC / LEGALSYSTEM - Other portion is a Certified County Local Road + Added FENAME2/FETYPE2 + REPOSITIONED,2
-1,"This is a COUNTY LOCAL cul-de-sac, not private + FCC = ""A33"" + LEGALSYSTEM = 3",1
-1,THIS IS AN ""A90"" (FCC) - Ask ACRC if there's a doubt. Also Added ADDRESSES.,1
-1,"THIS is the certified segment, not Lake Mich Dr. FCC = A32, LEGALSYSTEM = 3 (Verified with Allegan Co Rd Comm)",1
-1,"THIS is the NOT certified segment (that's 117th) FCC = A41, LEGALSYSTEM = 0 (Verified with Allegan Co Rd Comm)",1
-1,this one had some funky data in it,1
-1,This street NO LONGER PHYSICALLY EXISTS IN REALITY; Please change FCC to A90,1
-1,TRUNCATED east end of segment for roundabout + Corrected ADDRESS RANGES,1
-1,updated surface to Paved,2
-1,"updated surface to Paved, 20120611 corrected address ranges",3